Campaign Number,Name,Start Date,End Date,Channel,Client,Street,City,State,State,Country,Zip,Email,Phone,Contact,Gender,Age,Location,Views,Likes,Clicks,Conversions,CR,Expense,Executive
912,Campaign 912,2023-04-29,2023-04-30,YouTube,Fisher Group,880 Watson Ramp Suite 059,Reynoldsfurt,GU,Guam,USA,10725,brian57@hotmail.com,+11851687120,Jeremy Baker,Female,60+,USA,14965,3343,2790,312,0.02085,10380.61,Melissa Haynes
913,Campaign 913,2023-04-11,2023-05-03,Email,Holmes|Johnson|Rodriguez,USCGC Erickson,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,polsen@alexander-smith.net,+1479099839029817,Anne Foley,Male,60+,Canada,68650,2922,287,763,0.01111,26723.68,Wesley Simon
914,Campaign 914,2023-01-09,2023-02-04,Instagram,Salinas|Chavez,53637 Bonnie Walk Suite 961,South Adrianaport,IA,Iowa,USA,49560,richard84@hotmail.com,+2545622603,Chelsea Hoffman,Male,18-40,USA,10267,7971,435,888,0.08649,25670.14,Thomas Ryan
915,Campaign 915,2023-11-11,2023-12-02,TikTok,Smith|Bailey,055 Rebecca Ramp,Edwardsland,WY,Wyoming,USA,72139,bakerpaul@holland.com,+05449561427992,Sharon Reeves,Male,40-60,Canada,79611,679,2666,727,0.00913,18101.96,Michael Camacho
916,Campaign 916,2023-03-06,2023-04-04,Facebook,Parker|Velasquez|Dixon,33302 Fuller Lakes,West Christopher,MH,Marshall Islands,USA,17095,hutchinsonmary@gmail.com,+4704867194830,Brian George,,60+,Australia,17441,6497,1447,912,0.05229,45639.17,Aaron Faulkner
917,Campaign 917,2023-11-24,2023-12-21,YouTube,Jimenez|Sons,8451 Walter Fords Apt. 737,South Danielchester,CT,Connecticut,USA,12719,amartinez@oconnell.com,+4051640984570,Justin Cole,,18-40,Europe,1492,2422,748,262,0.17560,17121.64,Jesus Rivera
918,Campaign 918,2023-01-28,2023-02-01,YouTube,Miller|Bryant|Burnett,1044 Kennedy Prairie Apt. 186,Jamiemouth,NE,Nebraska,USA,12690,bjohnson@martin-williams.com,+9588403830,Christopher Clark,,18-40,USA,22246,8660,1402,868,0.03902,17474.95,Aaron Faulkner
919,Campaign 919,2023-05-31,2023-06-25,TikTok,Cooper|Alexander,01438 Kristin Fords Apt. 626,Port Paula,WA,Washington,USA,20979,gchavez@yang.com,+2844015003,Alexandria Hansen,Female,18-40,Europe,15424,3611,3702,833,0.05401,28931.2,Thomas Ryan
920,Campaign 920,2023-04-28,2023-05-24,YouTube,Melton|Smith,03793 Jacobs Branch,West Max,MA,Massachusetts,USA,54633,mercertimothy@huff.com,+7295758232,Patrick Abbott,Male,40-60,LATAM,21310,2902,1162,286,0.01342,25395.96,Lauren Riggs
921,Campaign 921,2023-04-29,2023-05-07,TikTok,Jones LLC,89103 Jennings Cape Suite 740,South Dianafort,FL,Florida,USA,68504,norrisjames@pearson-burton.biz,+36395706167906,Danielle Hernandez,Female,18-40,LATAM,12304,382,3861,942,0.07656,46043.21,Aaron Faulkner
922,Campaign 922,2023-10-18,2023-11-17,YouTube,Green|Lloyd|Ball,30284 Villarreal Passage Apt. 698,Brownshire,NV,Nevada,USA,89609,wrightlucas@yahoo.com,+56229307994586,Shelly Stafford,,40-60,Europe,21305,7060,3344,463,0.02173,47082.47,Jesus Rivera
923,Campaign 923,2023-06-08,2023-06-14,YouTube,Ruiz|Cox|Meyer,5058 Frank Locks,Blackmouth,MI,Michigan,USA,07896,vjohnson@yahoo.com,+4875323908871,Anne Davis,,13-19,India,7460,6726,4502,18,0.00241,25819.03,Aaron Faulkner
924,Campaign 924,2023-12-01,2023-12-07,Facebook,Miller|Bryant|Burnett,1044 Kennedy Prairie Apt. 186,Jamiemouth,NE,Nebraska,USA,12690,bjohnson@martin-williams.com,+9588403830,Christopher Clark,Male,60+,India,96143,8753,635,85,0.00088,11740.08,Aaron Faulkner
925,Campaign 925,2023-07-30,2023-08-20,TikTok,Fisher Group,880 Watson Ramp Suite 059,Reynoldsfurt,GU,Guam,USA,10725,brian57@hotmail.com,+11851687120,Jeremy Baker,Male,60+,UK,64022,2222,2307,290,0.00453,1139.85,Melissa Haynes
926,Campaign 926,2023-08-09,2023-08-26,Email,Jackson Inc,96299 Miller Spur,Jensenfurt,CA,California,USA,97794,jeremy09@yahoo.com,+5576707467238,Karen Rivers,Male,60+,Japan,94840,9554,2381,992,0.01046,6864.56,Thomas Ryan
927,Campaign 927,2023-01-13,2023-02-01,Facebook,Ruiz|Cox|Meyer,5058 Frank Locks,Blackmouth,MI,Michigan,USA,07896,vjohnson@yahoo.com,+4875323908871,Anne Davis,,13-19,Canada,83355,5049,379,551,0.00661,49051.91,Aaron Faulkner
928,Campaign 928,2023-02-25,2023-03-17,Email,Mitchell|Rojas,Unit 7421 Box 5134,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,johnathan43@hotmail.com,+12115886353,Benjamin Anthony,Female,18-40,UK,16431,144,3622,790,0.04808,18681.52,Thomas Ryan
929,Campaign 929,2023-09-07,2023-09-08,Facebook,Lyons PLC,20804 Burgess Trace,Petersenburgh,WV,West Virginia,USA,31082,nicholastaylor@yahoo.com,+4964036865,Sharon Crawford,Male,60+,Australia,48592,6178,4991,967,0.01990,10597.64,Lauren Riggs
930,Campaign 930,2023-08-23,2023-08-29,Email,Wheeler|Garcia|Johnson,160 Juarez Burgs,Lynchstad,NC,North Carolina,USA,54104,zhanna@knox.com,+0489416229,Bradley Schroeder,Male,60+,India,72958,7143,829,666,0.00913,34655.45,Aaron Faulkner
931,Campaign 931,2023-11-03,2023-11-22,Facebook,Daniels Group,567 Jill Motorway,Sarabury,GU,Guam,USA,20455,michael10@gmail.com,+6445688783,Annette Rice,,13-19,Europe,17168,379,3330,232,0.01351,45855.64,Wesley Simon
932,Campaign 932,2023-09-12,2023-09-30,Email,Green|Blake,230 Brandon Bypass Apt. 679,New Melissa,TN,Tennessee,USA,37505,karenpayne@yahoo.com,+399882061459395,Dustin Ramirez,Female,18-40,USA,57605,9498,891,173,0.00300,15561.26,Jesus Rivera
933,Campaign 933,2023-02-03,2023-03-03,Facebook,Melton|Smith,03793 Jacobs Branch,West Max,MA,Massachusetts,USA,54633,mercertimothy@huff.com,+7295758232,Patrick Abbott,,13-19,Europe,66006,7526,3944,257,0.00389,32827.86,Lauren Riggs
934,Campaign 934,2023-05-25,2023-06-04,Facebook,Griffin LLC,4454 Tanya Bridge Apt. 797,East Johnmouth,AR,Arkansas,USA,45759,carlos94@ware.org,+4982096317,Karen Mitchell,,13-19,Canada,97457,7570,4224,312,0.00320,28354.24,Brandon Townsend Jr.
935,Campaign 935,2023-01-10,2023-01-30,Instagram,Hughes|Sullivan,5874 Guerra Courts Suite 368,South Codyhaven,OR,Oregon,USA,93465,williamsnathaniel@yahoo.com,+4158607532,Roy Obrien,Male,40-60,USA,35664,4713,4194,455,0.01276,29372,Brandon Townsend Jr.
936,Campaign 936,2023-07-21,2023-08-10,Facebook,Hernandez Inc,9452 Amber Mills,Lopezville,NV,Nevada,USA,94038,uhansen@livingston.com,+151947089311832,Traci Holden,,18-40,LATAM,94567,8350,4647,659,0.00697,851.51,Melissa Haynes
937,Campaign 937,2023-04-11,2023-04-21,Facebook,Lewis PLC,621 Woodard Manors Apt. 208,Port Amy,ME,Maine,USA,05157,beth20@gmail.com,+3825051266,Diana Love,Female,18-40,Australia,35674,4286,2433,770,0.02158,37847.75,Thomas Ryan
938,Campaign 938,2023-11-13,2023-12-04,YouTube,Hernandez|Keller|Berry,Unit 2637 Box 1240,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,mary90@yahoo.com,+2033156167,Kristin Carson,,60+,Japan,26656,4454,2849,154,0.00578,46212.74,Thomas Ryan
939,Campaign 939,2023-09-30,2023-10-06,TikTok,Nunez|Bowers,6821 Walker Via Suite 228,Lake Jessica,NE,Nebraska,USA,05036,michelle44@yahoo.com,+1864384897,James Woods,Male,40-60,Japan,3027,4296,1208,490,0.16188,7069.91,Wesley Simon
940,Campaign 940,2023-10-07,2023-10-27,Instagram,Nunez|Bowers,6821 Walker Via Suite 228,Lake Jessica,NE,Nebraska,USA,05036,michelle44@yahoo.com,+1864384897,James Woods,,40-60,UK,65053,7312,3322,755,0.01161,20871.8,Wesley Simon
941,Campaign 941,2023-03-29,2023-04-08,Facebook,Melton|Smith,03793 Jacobs Branch,West Max,MA,Massachusetts,USA,54633,mercertimothy@huff.com,+7295758232,Patrick Abbott,Male,60+,UK,45035,7567,2196,301,0.00668,11336.62,Lauren Riggs
942,Campaign 942,2023-06-27,2023-07-14,Email,Pearson|Shah,5117 Suzanne Branch,Barnesmouth,VA,Virginia,USA,53846,anthony54@perez.com,+6441946281,Shannon Martinez,Male,18-40,LATAM,6918,3926,1512,908,0.13125,35453.77,Jesus Rivera
943,Campaign 943,2023-03-06,2023-03-10,Instagram,Phillips|Lewis,152 Munoz Spur,Richardbury,NE,Nebraska,USA,64820,ssullivan@yahoo.com,+163276214014577,April Williams,Female,40-60,Europe,5274,8460,4213,126,0.02389,12258.93,Aaron Faulkner
944,Campaign 944,2023-04-07,2023-04-20,Email,Jones LLC,89103 Jennings Cape Suite 740,South Dianafort,FL,Florida,USA,68504,norrisjames@pearson-burton.biz,+36395706167906,Danielle Hernandez,Male,60+,UK,98871,4403,4189,323,0.00327,21532.88,Aaron Faulkner
945,Campaign 945,2023-06-03,2023-06-23,YouTube,Jones|Miranda|Martin,45011 Marc Roads Apt. 548,Johnsonbury,NJ,New Jersey,USA,40892,kristenhoward@yahoo.com,+5580039387927,Christine Barnes,Male,60+,LATAM,74532,5236,3733,285,0.00382,6899.45,Thomas Ryan
946,Campaign 946,2023-12-06,2023-12-13,Email,Bradley|Jackson|Miller,190 Bradley Mill Suite 940,Craigbury,MO,Missouri,USA,18832,hansonpatrick@hunt.com,+3551561435486,Dr. David Glass Jr.,,40-60,UK,16341,9915,4214,245,0.01499,40978.28,Melissa Haynes
947,Campaign 947,2023-11-22,2023-11-27,TikTok,Cooper|Alexander,01438 Kristin Fords Apt. 626,Port Paula,WA,Washington,USA,20979,gchavez@yang.com,+2844015003,Alexandria Hansen,Female,18-40,India,70723,1670,1274,760,0.01075,1634.45,Thomas Ryan
948,Campaign 948,2023-08-16,2023-09-12,TikTok,Walter Ltd,591 Gallegos Shore,East Jennifer,VT,Vermont,USA,67675,gravessusan@gonzalez.com,+4034303913,Sarah Warren,,60+,USA,64649,1630,1943,499,0.00772,21305.45,Aaron Faulkner
949,Campaign 949,2023-02-04,2023-02-28,Email,Anderson Inc,Unit 0015 Box 7678,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,jgomez@gmail.com,+3584216618006,Morgan Gross,Female,40-60,Canada,10012,1048,4948,596,0.05953,49418.29,Thomas Ryan
950,Campaign 950,2023-11-16,2023-11-22,Email,Edwards|Hoover,86879 Carol Cove,North Evanton,MT,Montana,USA,25565,bryantmichelle@rocha.com,+941072187124451,Erika Owens,Male,60+,UK,21453,4459,2844,669,0.03118,13603.08,Melissa Haynes
951,Campaign 951,2023-04-13,2023-04-29,Facebook,Anderson Inc,Unit 0015 Box 7678,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,jgomez@gmail.com,+3584216618006,Morgan Gross,,40-60,LATAM,14315,7127,261,703,0.04911,41047.69,Thomas Ryan
952,Campaign 952,2023-12-06,2024-01-04,Email,Mcclain|Beltran|Patterson,2179 Obrien Fort,New Christopher,FL,Florida,USA,06005,jeffrey07@rice.com,+698872596657978,Bryan Moore,Female,40-60,Canada,61214,3786,2812,115,0.00188,33297.85,Brandon Townsend Jr.
953,Campaign 953,2023-05-18,2023-05-26,TikTok,Ruiz|Cox|Meyer,5058 Frank Locks,Blackmouth,MI,Michigan,USA,07896,vjohnson@yahoo.com,+4875323908871,Anne Davis,Male,40-60,Europe,53694,6554,367,314,0.00585,19083.51,Aaron Faulkner
954,Campaign 954,2023-07-24,2023-08-22,Email,Vaughan Group,PSC 0937,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,baldwinhailey@klein-fitzgerald.com,+1349058667435806,Ashley Carter,,18-40,Europe,16081,1568,1693,762,0.04739,20150.97,Jesus Rivera
955,Campaign 955,2023-06-02,2023-06-30,Email,Reyes|Rios,49937 Christopher Unions,Gutierrezmouth,MI,Michigan,USA,13751,cunninghamjerry@gmail.com,+1463956594400079,Eric Davis,,18-40,UK,25575,4115,1160,372,0.01455,3836.52,Wesley Simon
956,Campaign 956,2023-05-14,2023-05-15,Instagram,Williams PLC,911 Thomas Manors,Longchester,ID,Idaho,USA,62649,sanchezangela@butler.com,+88158970981186,Reginald Lee,Male,60+,Europe,7773,2665,2409,797,0.10253,39812.13,Michael Camacho
957,Campaign 957,2023-02-14,2023-02-28,Facebook,Brown|Lawrence|Collins,069 Jeffrey Neck,North Jeffreyberg,VI,Virgin Islands,USA,70669,tracyfields@evans.com,+135132085844902,Thomas Fleming,,13-19,Japan,29127,3532,1674,519,0.01782,14921.49,Michael Camacho
958,Campaign 958,2023-08-14,2023-09-05,Instagram,Riley PLC,699 Anderson Glen,Parkerside,AZ,Arizona,USA,15616,jennifer09@york.org,+6536891510,Gary Reed,Female,60+,Japan,14023,2864,1470,73,0.00521,22982.45,Kyle Serrano
959,Campaign 959,2023-08-27,2023-09-02,YouTube,Lewis|Martinez,37059 Bates Prairie Suite 432,Port Robertmouth,MN,Minnesota,USA,28374,joshua06@king.com,+36383636475385,Angela Anderson,,18-40,USA,49427,768,3268,679,0.01374,9873.34,Aaron Faulkner
960,Campaign 960,2023-03-24,2023-03-26,TikTok,Schneider PLC,872 Davila Ville Apt. 985,Millerland,GA,Georgia,USA,42888,beasleycraig@yahoo.com,+1430693791,Stephen Murphy,Male,40-60,UK,52965,3730,3767,616,0.01163,40233.97,Lauren Riggs
961,Campaign 961,2023-08-21,2023-09-01,Instagram,Hughes|Sullivan,5874 Guerra Courts Suite 368,South Codyhaven,OR,Oregon,USA,93465,williamsnathaniel@yahoo.com,+4158607532,Roy Obrien,,13-19,LATAM,75528,5370,1938,52,0.00069,26337.58,Brandon Townsend Jr.
962,Campaign 962,2023-05-13,2023-06-02,Facebook,Hughes|Sullivan,5874 Guerra Courts Suite 368,South Codyhaven,OR,Oregon,USA,93465,williamsnathaniel@yahoo.com,+4158607532,Roy Obrien,,13-19,India,19770,7855,2851,371,0.01877,33856.13,Brandon Townsend Jr.
963,Campaign 963,2023-11-20,2023-11-23,YouTube,Salinas|Chavez,53637 Bonnie Walk Suite 961,South Adrianaport,IA,Iowa,USA,49560,richard84@hotmail.com,+2545622603,Chelsea Hoffman,Female,18-40,Australia,23341,916,277,970,0.04156,11733.07,Thomas Ryan
964,Campaign 964,2023-02-21,2023-03-02,TikTok,Reed|Galloway|Buck,49317 Vincent Vista Suite 462,Port Nathan,CA,California,USA,23364,larrygraham@lucas.com,+6697082006,Andrea Simmons,Female,40-60,UK,2451,1535,440,56,0.02285,41744.14,Wesley Simon
965,Campaign 965,2023-07-26,2023-08-11,YouTube,Jones LLC,89103 Jennings Cape Suite 740,South Dianafort,FL,Florida,USA,68504,norrisjames@pearson-burton.biz,+36395706167906,Danielle Hernandez,Male,18-40,Australia,37430,5611,3499,367,0.00980,26171.98,Aaron Faulkner
966,Campaign 966,2023-02-17,2023-03-13,Facebook,Hughes|Sullivan,5874 Guerra Courts Suite 368,South Codyhaven,OR,Oregon,USA,93465,williamsnathaniel@yahoo.com,+4158607532,Roy Obrien,,13-19,Canada,51114,4473,1393,557,0.01090,12898.37,Brandon Townsend Jr.
967,Campaign 967,2023-07-14,2023-07-19,Facebook,Hernandez|Keller|Berry,Unit 2637 Box 1240,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,mary90@yahoo.com,+2033156167,Kristin Carson,,60+,UK,97916,9001,3159,257,0.00262,30170.53,Thomas Ryan
968,Campaign 968,2023-08-06,2023-08-28,YouTube,Patterson|Sons,0171 Patricia Street Suite 265,Frankmouth,MS,Mississippi,USA,50700,nataliemartinez@hotmail.com,+2281662016,Christopher Riggs,Female,18-40,Australia,29168,1099,3033,718,0.02462,27252.94,Jesus Rivera
969,Campaign 969,2023-07-11,2023-08-06,YouTube,Hernandez Inc,9452 Amber Mills,Lopezville,NV,Nevada,USA,94038,uhansen@livingston.com,+151947089311832,Traci Holden,Female,18-40,Canada,65564,8316,3370,487,0.00743,558.21,Melissa Haynes
970,Campaign 970,2023-10-23,2023-10-28,TikTok,Drake|Vasquez,8980 Cox Park,South Robert,NV,Nevada,USA,66099,tylersheila@hicks.com,+1238005701,Teresa Doyle,Female,60+,Canada,96479,6935,2900,998,0.01034,15009.35,Michael Camacho
971,Campaign 971,2023-06-20,2023-07-17,Facebook,Wall|Cruz,7470 Harris Roads Suite 137,Brookefort,MP,Northern Mariana Islands,USA,32507,davidponce@turner-copeland.com,+53982372697824,Robert Cruz,Male,40-60,LATAM,45125,1482,2589,782,0.01733,28353.53,Becky Brown
972,Campaign 972,2023-12-06,2023-12-25,Email,Lewis PLC,621 Woodard Manors Apt. 208,Port Amy,ME,Maine,USA,05157,beth20@gmail.com,+3825051266,Diana Love,Female,40-60,Australia,43385,525,1647,678,0.01563,29946.16,Thomas Ryan
973,Campaign 973,2023-01-30,2023-02-23,Email,Reed|Johnson,01161 Mcintyre Burg,Robinsonport,CO,Colorado,USA,51964,stacy50@bates-martin.com,+15223213506854,John Terrell,,18-40,Australia,4039,1189,3103,531,0.13147,46394.55,Becky Brown
974,Campaign 974,2023-05-14,2023-06-02,Facebook,Phillips|Lewis,152 Munoz Spur,Richardbury,NE,Nebraska,USA,64820,ssullivan@yahoo.com,+163276214014577,April Williams,,18-40,Canada,11837,203,1905,980,0.08279,6572.74,Aaron Faulkner
975,Campaign 975,2023-07-19,2023-08-01,Facebook,Hughes|Sullivan,5874 Guerra Courts Suite 368,South Codyhaven,OR,Oregon,USA,93465,williamsnathaniel@yahoo.com,+4158607532,Roy Obrien,,60+,UK,48719,8691,4442,299,0.00614,18642.64,Brandon Townsend Jr.
976,Campaign 976,2023-07-09,2023-07-21,Instagram,Bernard|Sons,8622 Ricky Knoll,New Jenniferville,GA,Georgia,USA,79764,johnsonrobert@white.com,+6182418484012,Julia Moore,Male,40-60,USA,92946,6254,2952,168,0.00181,30452.27,Thomas Ryan
977,Campaign 977,2023-11-29,2023-12-16,Facebook,Nunez|Bowers,6821 Walker Via Suite 228,Lake Jessica,NE,Nebraska,USA,05036,michelle44@yahoo.com,+1864384897,James Woods,Female,60+,India,46975,4882,4382,745,0.01586,16322.23,Wesley Simon
978,Campaign 978,2023-03-11,2023-04-04,Facebook,Lewis PLC,621 Woodard Manors Apt. 208,Port Amy,ME,Maine,USA,05157,beth20@gmail.com,+3825051266,Diana Love,,18-40,India,60307,9014,2508,694,0.01151,5193.98,Thomas Ryan
979,Campaign 979,2023-03-08,2023-03-15,YouTube,Fisher Group,880 Watson Ramp Suite 059,Reynoldsfurt,GU,Guam,USA,10725,brian57@hotmail.com,+11851687120,Jeremy Baker,,40-60,India,25879,348,2677,912,0.03524,22684.6,Melissa Haynes
980,Campaign 980,2023-07-18,2023-07-31,YouTube,Mitchell|Rojas,Unit 7421 Box 5134,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,johnathan43@hotmail.com,+12115886353,Benjamin Anthony,Male,40-60,LATAM,37511,5002,1246,31,0.00083,1108.98,Thomas Ryan
981,Campaign 981,2023-03-27,2023-04-14,YouTube,Cohen|Williams|Hess,93243 Lee Loop Apt. 832,North Jonathanland,MP,Northern Mariana Islands,USA,43605,shawn39@gmail.com,+314858550923447,Mr. Nicholas Ramirez,Female,18-40,LATAM,27928,2689,168,254,0.00909,15467.1,Jesus Rivera
982,Campaign 982,2023-04-26,2023-05-04,TikTok,Holloway|Cox|Ford,7800 Dorsey Tunnel Suite 734,West Tracy,UT,Utah,USA,56027,joseph49@hodges-campbell.com,+0118358647901,Dennis Carr,Female,60+,USA,72298,636,4902,54,0.00075,16071.98,Brandon Townsend Jr.
983,Campaign 983,2023-07-11,2023-07-18,Instagram,Fisher|Johnston,36491 Jennifer Park Suite 248,East David,PA,Pennsylvania,USA,71082,rellis@lindsey.com,+58028199762452,Timothy Hernandez,Male,60+,Australia,82808,9459,2419,180,0.00217,16241.02,Jesus Rivera
984,Campaign 984,2023-08-03,2023-08-12,Facebook,Holloway|Cox|Ford,7800 Dorsey Tunnel Suite 734,West Tracy,UT,Utah,USA,56027,joseph49@hodges-campbell.com,+0118358647901,Dennis Carr,Female,18-40,Europe,24879,9679,870,629,0.02528,7621.81,Brandon Townsend Jr.
985,Campaign 985,2023-04-18,2023-04-24,Instagram,Thomas|Proctor,820 Butler Streets Suite 875,North Denisehaven,WV,West Virginia,USA,66736,brownmario@leonard.com,+3718900231,Angela Moore,,18-40,Japan,71926,9030,3873,239,0.00332,28722.11,Wesley Simon
986,Campaign 986,2023-07-07,2023-07-13,Facebook,Ramos|Gomez|Garcia,PSC 8675,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,huntdavid@orr.info,+9348330793693,Eric Harrison,Female,40-60,India,1580,8662,3163,372,0.23544,20420.65,Kyle Serrano
987,Campaign 987,2023-06-30,2023-07-06,TikTok,Bush|Mendez|Smith,791 Darryl Squares Suite 934,Holdenport,OH,Ohio,USA,41129,churchtimothy@yahoo.com,+3253375294169,Patrick Williams,,60+,Australia,95643,1696,1397,22,0.00023,12622.22,Brandon Townsend Jr.
988,Campaign 988,2023-09-24,2023-10-17,TikTok,Williams PLC,911 Thomas Manors,Longchester,ID,Idaho,USA,62649,sanchezangela@butler.com,+88158970981186,Reginald Lee,Male,18-40,UK,27733,1824,331,918,0.03310,43654.26,Michael Camacho
989,Campaign 989,2023-08-21,2023-08-27,YouTube,Herrera|Cook,0613 David Haven Apt. 354,North Samantha,MI,Michigan,USA,10699,ijordan@gmail.com,+8808919091,Madison York,Female,40-60,LATAM,45035,2306,4036,516,0.01146,3224.21,Wesley Simon
990,Campaign 990,2023-04-08,2023-05-06,YouTube,Holloway|Cox|Ford,7800 Dorsey Tunnel Suite 734,West Tracy,UT,Utah,USA,56027,joseph49@hodges-campbell.com,+0118358647901,Dennis Carr,Female,40-60,LATAM,67641,3295,507,667,0.00986,48605.84,Brandon Townsend Jr.
991,Campaign 991,2023-05-12,2023-05-18,TikTok,Pearson|Shah,5117 Suzanne Branch,Barnesmouth,VA,Virginia,USA,53846,anthony54@perez.com,+6441946281,Shannon Martinez,Male,40-60,Europe,14734,8792,2035,650,0.04412,3495.04,Jesus Rivera
992,Campaign 992,2023-07-08,2023-07-28,TikTok,White Ltd,172 Angela Crescent Apt. 306,North Laura,HI,Hawaii,USA,69094,jeremy56@gmail.com,+3201853187395,Nathan Weber,,60+,USA,43351,6592,3152,788,0.01818,38605.33,Jesus Rivera
993,Campaign 993,2023-10-08,2023-10-16,TikTok,Wheeler|Garcia|Johnson,160 Juarez Burgs,Lynchstad,NC,North Carolina,USA,54104,zhanna@knox.com,+0489416229,Bradley Schroeder,Male,18-40,Europe,80606,4650,2771,260,0.00323,22133.88,Aaron Faulkner
994,Campaign 994,2023-12-04,2023-12-26,YouTube,Rowe|Morse|Morgan,247 Young Spur,North Jacobview,WI,Wisconsin,USA,24275,hstafford@yahoo.com,+9344111363,Destiny Atkins,Male,40-60,LATAM,61308,122,3203,56,0.00091,9844.14,Becky Brown
995,Campaign 995,2023-01-02,2023-01-11,Email,Melton|Smith,03793 Jacobs Branch,West Max,MA,Massachusetts,USA,54633,mercertimothy@huff.com,+7295758232,Patrick Abbott,Female,60+,Europe,26189,1185,3540,724,0.02765,18125.96,Lauren Riggs
996,Campaign 996,2023-02-15,2023-03-13,Instagram,Rowe|Morse|Morgan,247 Young Spur,North Jacobview,WI,Wisconsin,USA,24275,hstafford@yahoo.com,+9344111363,Destiny Atkins,,18-40,UK,35964,3183,4222,419,0.01165,12373.42,Becky Brown
